Row_ID,Order_ID,Order_date,Quarter,Order_date _month,Order_date _day,Order_date _year,Shipping_date,Quarter_SHIPPING,Time_Frame,Ship_Mode,Ship_Mode_Rank,Customer_ID,Customer_Name,Segment,Country,Region,State,City,Postal_Code,Category,Sub_Category,Product_Name,Product_ID,item_price,Quantity,Discount,Sales,Profit
4932,CA-2017-143651,3/25/2017 0:00,Q1,3,25,2017,3/30/2017 0:00,Q1,5,Standard Class,4,FM-14215,Filia McAdams,Corporate,United States,West,Washington,Seattle,98103,Office Supplies,Art,Newell 309,OFF-AR-10001446,11.55,2,0,23.1,6.93
4933,CA-2015-106978,9/28/2015 0:00,Q3,9,28,2015,10/4/2015 0:00,Q4,6,Standard Class,4,ZC-21910,Zuschuss Carroll,Consumer,United States,West,Colorado,Aurora,80013,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",OFF-EN-10004483,15.67,1,0.2,12.536,4.2309
4934,CA-2015-106978,9/28/2015 0:00,Q3,9,28,2015,10/4/2015 0:00,Q4,6,Standard Class,4,ZC-21910,Zuschuss Carroll,Consumer,United States,West,Colorado,Aurora,80013,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,OFF-BI-10002012,1.8,2,0.7,1.08,-0.792
4935,CA-2015-106978,9/28/2015 0:00,Q3,9,28,2015,10/4/2015 0:00,Q4,6,Standard Class,4,ZC-21910,Zuschuss Carroll,Consumer,United States,West,Colorado,Aurora,80013,Office Supplies,Fasteners,Staples,OFF-FA-10003021,1.88,3,0.2,4.512,0.846
4936,CA-2015-155124,3/15/2015 0:00,Q1,3,15,2015,3/21/2015 0:00,Q1,6,Standard Class,4,KS-16300,Karen Seio,Corporate,United States,West,Utah,Lehi,84043,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",TEC-PH-10003356,6.99,3,0.2,16.776,1.6776
4937,CA-2017-150931,1/6/2017 0:00,Q1,1,6,2017,1/13/2017 0:00,Q1,7,Standard Class,4,DP-13390,Dennis Pardue,Home Office,United States,South,Alabama,Tuscaloosa,35401,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,OFF-BI-10004728,4.82,7,0,33.74,15.5204
4938,CA-2014-157147,1/13/2014 0:00,Q1,1,13,2014,1/18/2014 0:00,Q1,5,Standard Class,4,BD-11605,Brian Dahlen,Consumer,United States,West,California,San Francisco,94109,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,OFF-ST-10000078,265.17,5,0,1325.85,238.653
4939,CA-2014-157147,1/13/2014 0:00,Q1,1,13,2014,1/18/2014 0:00,Q1,5,Standard Class,4,BD-11605,Brian Dahlen,Consumer,United States,West,California,San Francisco,94109,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",FUR-BO-10003034,130.98,3,0.15,333.999,3.9294
4940,CA-2014-157147,1/13/2014 0:00,Q1,1,13,2014,1/18/2014 0:00,Q1,5,Standard Class,4,BD-11605,Brian Dahlen,Consumer,United States,West,California,San Francisco,94109,Office Supplies,Art,4009 Highlighters by Sanford,OFF-AR-10003514,3.98,5,0,19.9,6.567
4941,CA-2015-156482,2/6/2015 0:00,Q1,2,6,2015,2/13/2015 0:00,Q1,7,Standard Class,4,IL-15100,Ivan Liston,Consumer,United States,East,Delaware,Wilmington,19805,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,FUR-CH-10001708,140.98,9,0,1268.82,266.4522
4942,CA-2015-156482,2/6/2015 0:00,Q1,2,6,2015,2/13/2015 0:00,Q1,7,Standard Class,4,IL-15100,Ivan Liston,Consumer,United States,East,Delaware,Wilmington,19805,Furniture,Bookcases,"Hon Metal Bookcases, Putty",FUR-BO-10002598,70.98,4,0,283.92,82.3368
4943,CA-2015-156482,2/6/2015 0:00,Q1,2,6,2015,2/13/2015 0:00,Q1,7,Standard Class,4,IL-15100,Ivan Liston,Consumer,United States,East,Delaware,Wilmington,19805,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,OFF-AR-10001022,2.84,2,0,5.68,1.7608
4944,CA-2017-106782,12/21/2017 0:00,Q4,12,21,2017,12/27/2017 0:00,Q4,6,Standard Class,4,LP-17095,Liz Preis,Consumer,United States,Central,Indiana,Lafayette,47905,Office Supplies,Storage,Tennsco Single-Tier Lockers,OFF-ST-10004459,375.34,1,0,375.34,18.767
4945,CA-2016-151372,9/5/2016 0:00,Q3,9,5,2016,9/6/2016 0:00,Q3,1,First Class,2,JH-15985,Joseph Holt,Consumer,United States,West,California,Redondo Beach,90278,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,OFF-PA-10004381,48.04,2,0,96.08,46.1184
4946,CA-2016-151372,9/5/2016 0:00,Q3,9,5,2016,9/6/2016 0:00,Q3,1,First Class,2,JH-15985,Joseph Holt,Consumer,United States,West,California,Redondo Beach,90278,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",OFF-BI-10000050,7.3,2,0.2,11.68,3.942
4947,CA-2016-151372,9/5/2016 0:00,Q3,9,5,2016,9/6/2016 0:00,Q3,1,First Class,2,JH-15985,Joseph Holt,Consumer,United States,West,California,Redondo Beach,90278,Office Supplies,Fasteners,Advantus Push Pins,OFF-FA-10000304,2.18,2,0,4.36,1.7876
4948,CA-2014-102085,10/4/2014 0:00,Q4,10,4,2014,10/9/2014 0:00,Q4,5,Standard Class,4,JD-16015,Joy Daniels,Consumer,United States,West,Washington,Seattle,98115,Office Supplies,Labels,Avery 519,OFF-LA-10002475,7.31,4,0,29.24,13.7428
4949,CA-2017-107125,11/27/2017 0:00,Q4,11,27,2017,12/2/2017 0:00,Q4,5,Standard Class,4,BD-11320,Bill Donatelli,Consumer,United States,West,California,Los Angeles,90045,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,OFF-BI-10001989,20.98,7,0.2,117.488,41.1208
4950,CA-2017-107125,11/27/2017 0:00,Q4,11,27,2017,12/2/2017 0:00,Q4,5,Standard Class,4,BD-11320,Bill Donatelli,Consumer,United States,West,California,Los Angeles,90045,Furniture,Furnishings,Eldon 200 Class Desk Accessories,FUR-FU-10000732,6.28,3,0,18.84,6.0288
4951,CA-2016-125815,10/28/2016 0:00,Q4,10,28,2016,11/1/2016 0:00,Q4,4,Second Class,3,DL-13330,Denise Leinenbach,Consumer,United States,East,New York,New York City,10009,Office Supplies,Art,BIC Brite Liner Highlighters,OFF-AR-10004441,4.14,3,0,12.42,5.2164
4952,CA-2015-144190,6/9/2015 0:00,Q2,6,9,2015,6/13/2015 0:00,Q2,4,Standard Class,4,NC-18415,Nathan Cano,Consumer,United States,Central,Michigan,Royal Oak,48073,Office Supplies,Paper,Xerox 1995,OFF-PA-10000304,6.48,2,0,12.96,6.2208
4953,CA-2017-117926,12/8/2017 0:00,Q4,12,8,2017,12/12/2017 0:00,Q4,4,Second Class,3,AS-10225,Alan Schoenberger,Corporate,United States,West,California,San Francisco,94109,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,OFF-AP-10002670,69.48,1,0,69.48,20.844
4954,CA-2015-153906,3/16/2015 0:00,Q1,3,16,2015,3/20/2015 0:00,Q1,4,Standard Class,4,MS-17980,Michael Stewart,Corporate,United States,East,New York,New York City,10009,Technology,Phones,Plantronics MX500i Earset,TEC-PH-10001527,42.95,2,0,85.9,2.577
4955,CA-2014-160262,6/9/2014 0:00,Q2,6,9,2014,6/13/2014 0:00,Q2,4,Second Class,3,TS-21205,Thomas Seio,Corporate,United States,West,Nevada,North Las Vegas,89031,Office Supplies,Art,DIXON Oriole Pencils,OFF-AR-10002335,2.58,7,0,18.06,4.6956
4956,CA-2014-160262,6/9/2014 0:00,Q2,6,9,2014,6/13/2014 0:00,Q2,4,Second Class,3,TS-21205,Thomas Seio,Corporate,United States,West,Nevada,North Las Vegas,89031,Office Supplies,Paper,Xerox 1909,OFF-PA-10003641,26.38,3,0,79.14,36.4044
4957,CA-2014-160262,6/9/2014 0:00,Q2,6,9,2014,6/13/2014 0:00,Q2,4,Second Class,3,TS-21205,Thomas Seio,Corporate,United States,West,Nevada,North Las Vegas,89031,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",FUR-FU-10002685,18.7,2,0,37.4,14.212
4958,CA-2015-127607,3/20/2015 0:00,Q1,3,20,2015,3/26/2015 0:00,Q1,6,Standard Class,4,JK-15730,Joe Kamberova,Consumer,United States,Central,Texas,Carrollton,75007,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,OFF-BI-10001308,6.28,2,0.8,2.512,-4.396
4959,CA-2015-127607,3/20/2015 0:00,Q1,3,20,2015,3/26/2015 0:00,Q1,6,Standard Class,4,JK-15730,Joe Kamberova,Consumer,United States,Central,Texas,Carrollton,75007,Office Supplies,Fasteners,Staples,OFF-FA-10003485,2.62,9,0.2,18.864,6.1308
4960,CA-2016-166226,11/18/2016 0:00,Q4,11,18,2016,11/22/2016 0:00,Q4,4,Standard Class,4,TC-21535,Tracy Collins,Home Office,United States,West,California,Los Angeles,90008,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,TEC-PH-10003357,76.49,1,0.2,61.192,6.1192
4961,CA-2016-166226,11/18/2016 0:00,Q4,11,18,2016,11/22/2016 0:00,Q4,4,Standard Class,4,TC-21535,Tracy Collins,Home Office,United States,West,California,Los Angeles,90008,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,OFF-AP-10002867,67.84,1,0,67.84,18.3168
4962,CA-2014-156587,3/7/2014 0:00,Q1,3,7,2014,3/8/2014 0:00,Q1,1,First Class,2,AB-10015,Aaron Bergman,Consumer,United States,West,Washington,Seattle,98103,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",FUR-CH-10004477,60.89,1,0.2,48.712,5.4801
4963,CA-2014-156587,3/7/2014 0:00,Q1,3,7,2014,3/8/2014 0:00,Q1,1,First Class,2,AB-10015,Aaron Bergman,Consumer,United States,West,Washington,Seattle,98103,Office Supplies,Art,Newell 330,OFF-AR-10001427,5.98,3,0,17.94,4.6644
4964,CA-2014-156587,3/7/2014 0:00,Q1,3,7,2014,3/8/2014 0:00,Q1,1,First Class,2,AB-10015,Aaron Bergman,Consumer,United States,West,Washington,Seattle,98103,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",OFF-ST-10002344,80.98,3,0,242.94,4.8588
4965,CA-2016-141180,5/15/2016 0:00,Q2,5,15,2016,5/19/2016 0:00,Q2,4,Second Class,3,DP-13000,Darren Powers,Consumer,United States,South,Florida,Fort Lauderdale,33311,Office Supplies,Binders,GBC Instant Report Kit,OFF-BI-10000301,6.47,4,0.7,7.764,-5.176
4966,CA-2015-109708,5/25/2015 0:00,Q2,5,25,2015,5/28/2015 0:00,Q2,3,Second Class,3,CY-12745,Craig Yedwab,Corporate,United States,South,Tennessee,Columbia,38401,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,TEC-PH-10001944,145.95,4,0.2,467.04,58.38
4967,CA-2015-122406,8/2/2015 0:00,Q3,8,2,2015,8/5/2015 0:00,Q3,3,Second Class,3,BE-11455,Brad Eason,Home Office,United States,East,Rhode Island,Providence,2908,Technology,Phones,Plantronics MX500i Earset,TEC-PH-10001527,42.95,3,0,128.85,3.8655
4968,CA-2015-122406,8/2/2015 0:00,Q3,8,2,2015,8/5/2015 0:00,Q3,3,Second Class,3,BE-11455,Brad Eason,Home Office,United States,East,Rhode Island,Providence,2908,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",OFF-PA-10001307,4.2,2,0,8.4,4.116
4969,CA-2015-122406,8/2/2015 0:00,Q3,8,2,2015,8/5/2015 0:00,Q3,3,Second Class,3,BE-11455,Brad Eason,Home Office,United States,East,Rhode Island,Providence,2908,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,TEC-AC-10004571,99.99,2,0,199.98,83.9916
4970,CA-2015-122406,8/2/2015 0:00,Q3,8,2,2015,8/5/2015 0:00,Q3,3,Second Class,3,BE-11455,Brad Eason,Home Office,United States,East,Rhode Island,Providence,2908,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,FUR-CH-10001973,110.98,1,0,110.98,15.5372
4971,US-2016-153815,11/6/2016 0:00,Q4,11,6,2016,11/9/2016 0:00,Q4,3,First Class,2,KL-16555,Kelly Lampkin,Corporate,United States,South,Florida,Jacksonville,32216,Furniture,Chairs,High-Back Leather Manager's Chair,FUR-CH-10000513,129.99,2,0.2,207.984,-28.5978
4972,US-2016-153815,11/6/2016 0:00,Q4,11,6,2016,11/9/2016 0:00,Q4,3,First Class,2,KL-16555,Kelly Lampkin,Corporate,United States,South,Florida,Jacksonville,32216,Office Supplies,Paper,Embossed Ink Jet Note Cards,OFF-PA-10002421,22.57,2,0.2,36.112,12.6392
4973,US-2016-153815,11/6/2016 0:00,Q4,11,6,2016,11/9/2016 0:00,Q4,3,First Class,2,KL-16555,Kelly Lampkin,Corporate,United States,South,Florida,Jacksonville,32216,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",FUR-FU-10004090,22.23,2,0.2,35.568,5.7798
4974,US-2016-153815,11/6/2016 0:00,Q4,11,6,2016,11/9/2016 0:00,Q4,3,First Class,2,KL-16555,Kelly Lampkin,Corporate,United States,South,Florida,Jacksonville,32216,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",OFF-PA-10004071,55.48,2,0.2,88.768,31.0688
4975,CA-2016-164896,11/7/2016 0:00,Q4,11,7,2016,11/12/2016 0:00,Q4,5,Standard Class,4,PS-19045,Penelope Sewall,Home Office,United States,West,California,Oceanside,92054,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",OFF-PA-10002246,6.45,2,0,12.9,6.321
4976,CA-2015-142202,9/18/2015 0:00,Q3,9,18,2015,9/23/2015 0:00,Q3,5,Second Class,3,JR-16210,Justin Ritter,Corporate,United States,South,Florida,Jacksonville,32216,Technology,Accessories,Enermax Acrylux Wireless Keyboard,TEC-AC-10003198,99.6,9,0.2,717.12,152.388
4977,CA-2015-165050,12/7/2015 0:00,Q4,12,7,2015,12/9/2015 0:00,Q4,2,First Class,2,AH-10210,Alan Hwang,Consumer,United States,East,New York,New York City,10024,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,OFF-BI-10001031,5.34,5,0.2,21.36,7.209
4978,CA-2015-165050,12/7/2015 0:00,Q4,12,7,2015,12/9/2015 0:00,Q4,2,First Class,2,AH-10210,Alan Hwang,Consumer,United States,East,New York,New York City,10024,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,OFF-BI-10003727,4.18,2,0.2,6.688,2.3408
4979,CA-2015-165050,12/7/2015 0:00,Q4,12,7,2015,12/9/2015 0:00,Q4,2,First Class,2,AH-10210,Alan Hwang,Consumer,United States,East,New York,New York City,10024,Technology,Phones,Digium D40 VoIP phone,TEC-PH-10001336,128.99,6,0,773.94,224.4426
4980,US-2016-131114,12/9/2016 0:00,Q4,12,9,2016,12/13/2016 0:00,Q4,4,Second Class,3,RW-19630,Rob Williams,Corporate,United States,Central,Illinois,Chicago,60610,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,OFF-SU-10001664,8.57,3,0.2,20.568,1.5426
4981,US-2016-131114,12/9/2016 0:00,Q4,12,9,2016,12/13/2016 0:00,Q4,4,Second Class,3,RW-19630,Rob Williams,Corporate,United States,Central,Illinois,Chicago,60610,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,OFF-AP-10003971,10.89,2,0.8,4.356,-11.7612
4982,US-2016-131114,12/9/2016 0:00,Q4,12,9,2016,12/13/2016 0:00,Q4,4,Second Class,3,RW-19630,Rob Williams,Corporate,United States,Central,Illinois,Chicago,60610,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,TEC-AC-10000199,5.95,4,0.2,19.04,-1.428
4983,CA-2014-160066,11/16/2014 0:00,Q4,11,16,2014,11/22/2014 0:00,Q4,6,Standard Class,4,AH-10075,Adam Hart,Corporate,United States,West,California,Huntington Beach,92646,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,OFF-LA-10001045,2.61,2,0,5.22,2.4012
4984,CA-2016-109925,11/6/2016 0:00,Q4,11,6,2016,11/10/2016 0:00,Q4,4,Second Class,3,IM-15070,Irene Maddox,Consumer,United States,West,California,San Diego,92105,Office Supplies,Storage,Eldon Portable Mobile Manager,OFF-ST-10003442,28.28,3,0,84.84,22.9068
4985,CA-2015-160696,9/6/2015 0:00,Q3,9,6,2015,9/10/2015 0:00,Q3,4,Standard Class,4,CK-12760,Cyma Kinney,Corporate,United States,South,Tennessee,Nashville,37211,Office Supplies,Fasteners,Assorted Color Push Pins,OFF-FA-10003059,1.81,5,0.2,7.24,1.1765
4986,CA-2014-125171,9/3/2014 0:00,Q3,9,3,2014,9/3/2014 0:00,Q3,0,Same Day,1,AG-10390,Allen Goldenen,Consumer,United States,East,New York,New York City,10009,Office Supplies,Labels,Avery 514,OFF-LA-10001175,2.88,5,0,14.4,7.056
4987,CA-2016-149279,4/24/2016 0:00,Q2,4,24,2016,4/28/2016 0:00,Q2,4,Standard Class,4,CL-12700,Craig Leslie,Home Office,United States,West,Colorado,Colorado Springs,80906,Office Supplies,Paper,Xerox 226,OFF-PA-10003441,6.48,3,0.2,15.552,5.4432
4988,CA-2016-149279,4/24/2016 0:00,Q2,4,24,2016,4/28/2016 0:00,Q2,4,Standard Class,4,CL-12700,Craig Leslie,Home Office,United States,West,Colorado,Colorado Springs,80906,Furniture,Chairs,SAFCO Arco Folding Chair,FUR-CH-10004287,276.2,6,0.2,1325.76,149.148
4989,CA-2016-149279,4/24/2016 0:00,Q2,4,24,2016,4/28/2016 0:00,Q2,4,Standard Class,4,CL-12700,Craig Leslie,Home Office,United States,West,Colorado,Colorado Springs,80906,Office Supplies,Binders,Wilson Jones Impact Binders,OFF-BI-10004040,5.18,2,0.7,3.108,-2.1756
4990,CA-2017-107321,8/31/2017 0:00,Q3,8,31,2017,9/4/2017 0:00,Q3,4,Standard Class,4,AW-10930,Arthur Wiediger,Home Office,United States,West,California,San Francisco,94110,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,OFF-BI-10004022,2.78,3,0.2,6.672,2.1684
4991,CA-2017-107321,8/31/2017 0:00,Q3,8,31,2017,9/4/2017 0:00,Q3,4,Standard Class,4,AW-10930,Arthur Wiediger,Home Office,United States,West,California,San Francisco,94110,Technology,Phones,Samsung Galaxy Note 2,TEC-PH-10002200,215.44,4,0.2,689.408,77.5584
4992,US-2017-122714,12/7/2017 0:00,Q4,12,7,2017,12/13/2017 0:00,Q4,6,Standard Class,4,HG-14965,Henry Goldwyn,Corporate,United States,Central,Illinois,Chicago,60653,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,OFF-BI-10001120,1889.99,5,0.8,1889.99,-2929.4845
4993,CA-2015-153038,12/18/2015 0:00,Q4,12,18,2015,12/25/2015 0:00,Q4,7,Standard Class,4,RB-19645,Robert Barroso,Corporate,United States,South,Tennessee,Memphis,38109,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",OFF-EN-10000461,8.74,8,0.2,55.936,18.8784
4994,CA-2015-153038,12/18/2015 0:00,Q4,12,18,2015,12/25/2015 0:00,Q4,7,Standard Class,4,RB-19645,Robert Barroso,Corporate,United States,South,Tennessee,Memphis,38109,Office Supplies,Labels,Avery 507,OFF-LA-10004008,2.88,8,0.2,18.432,5.9904
4995,CA-2015-153038,12/18/2015 0:00,Q4,12,18,2015,12/25/2015 0:00,Q4,7,Standard Class,4,RB-19645,Robert Barroso,Corporate,United States,South,Tennessee,Memphis,38109,Furniture,Furnishings,"Master Caster Door Stop, Brown",FUR-FU-10000221,5.08,5,0.2,20.32,3.556
4996,CA-2014-132227,11/4/2014 0:00,Q4,11,4,2014,11/10/2014 0:00,Q4,6,Standard Class,4,SZ-20035,Sam Zeldin,Home Office,United States,East,New York,New York City,10011,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",OFF-BI-10000962,16.27,4,0.2,52.064,18.8732
4997,CA-2017-155824,3/10/2017 0:00,Q1,3,10,2017,3/15/2017 0:00,Q1,5,Standard Class,4,KS-16300,Karen Seio,Corporate,United States,South,North Carolina,Raleigh,27604,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,OFF-AP-10000390,60.98,1,0.2,48.784,3.6588
4998,CA-2017-155824,3/10/2017 0:00,Q1,3,10,2017,3/15/2017 0:00,Q1,5,Standard Class,4,KS-16300,Karen Seio,Corporate,United States,South,North Carolina,Raleigh,27604,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,OFF-BI-10000014,10.91,4,0.7,13.092,-10.0372
4999,CA-2016-129238,1/31/2016 0:00,Q1,1,31,2016,2/4/2016 0:00,Q1,4,Standard Class,4,SC-20050,Sample Company A,Home Office,United States,West,California,Los Angeles,90045,Technology,Phones,AT&T 1080 Phone,TEC-PH-10004120,136.99,1,0.2,109.592,8.2194
5000,CA-2016-129238,1/31/2016 0:00,Q1,1,31,2016,2/4/2016 0:00,Q1,4,Standard Class,4,SC-20050,Sample Company A,Home Office,United States,West,California,Los Angeles,90045,Office Supplies,Paper,Easy-staple paper,OFF-PA-10002764,11.34,5,0,56.7,27.783
5001,CA-2017-159688,5/7/2017 0:00,Q2,5,7,2017,5/12/2017 0:00,Q2,5,Standard Class,4,AB-10060,Adam Bellavance,Home Office,United States,West,California,Los Angeles,90004,Technology,Accessories,Logitech G600 MMO Gaming Mouse,TEC-AC-10000736,79.99,1,0,79.99,28.7964
5002,CA-2016-136126,5/24/2016 0:00,Q2,5,24,2016,5/24/2016 0:00,Q2,0,Same Day,1,EH-14125,Eugene Hildebrand,Home Office,United States,South,Virginia,Newport News,23602,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",OFF-SU-10000898,13.9,5,0,69.5,20.155
5003,CA-2016-136126,5/24/2016 0:00,Q2,5,24,2016,5/24/2016 0:00,Q2,0,Same Day,1,EH-14125,Eugene Hildebrand,Home Office,United States,South,Virginia,Newport News,23602,Office Supplies,Paper,Xerox 1911,OFF-PA-10004327,47.9,4,0,191.6,91.968
5004,CA-2016-155033,10/7/2016 0:00,Q4,10,7,2016,10/12/2016 0:00,Q4,5,Standard Class,4,CC-12475,Cindy Chapman,Consumer,United States,West,California,Los Angeles,90032,Office Supplies,Paper,Astroparche Fine Business Paper,OFF-PA-10000143,5.28,2,0,10.56,5.0688
5005,CA-2014-156006,4/30/2014 0:00,Q2,4,30,2014,5/2/2014 0:00,Q2,2,Second Class,3,TM-21010,Tamara Manning,Consumer,United States,South,Mississippi,Jackson,39212,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,TEC-AC-10002550,15.93,3,0,47.79,16.2486
5006,CA-2015-158659,11/10/2015 0:00,Q4,11,10,2015,11/14/2015 0:00,Q4,4,Second Class,3,SC-20695,Steve Chapman,Corporate,United States,Central,Indiana,Richmond,47374,Office Supplies,Storage,Letter Size Cart,OFF-ST-10003306,142.86,5,0,714.3,207.147
5007,CA-2015-169796,11/9/2015 0:00,Q4,11,9,2015,11/14/2015 0:00,Q4,5,Standard Class,4,Dp-13240,Dean percer,Home Office,United States,East,New York,New York City,10035,Technology,Machines,Zebra ZM400 Thermal Label Printer,TEC-MA-10000045,1160.95,2,0,2321.9,1114.512
5008,CA-2015-169796,11/9/2015 0:00,Q4,11,9,2015,11/14/2015 0:00,Q4,5,Standard Class,4,Dp-13240,Dean percer,Home Office,United States,East,New York,New York City,10035,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",OFF-ST-10001505,5.98,3,0,17.94,3.0498
5009,CA-2015-102876,9/7/2015 0:00,Q3,9,7,2015,9/14/2015 0:00,Q3,7,Standard Class,4,LR-17035,Lisa Ryan,Corporate,United States,East,Pennsylvania,Philadelphia,19134,Office Supplies,Binders,GBC Wire Binding Strips,OFF-BI-10004781,31.74,1,0.7,9.522,-6.9828
5010,CA-2015-102876,9/7/2015 0:00,Q3,9,7,2015,9/14/2015 0:00,Q3,7,Standard Class,4,LR-17035,Lisa Ryan,Corporate,United States,East,Pennsylvania,Philadelphia,19134,Technology,Phones,Samsung Galaxy Note 3,TEC-PH-10002680,219.99,6,0.4,791.964,-131.994
5011,CA-2015-102876,9/7/2015 0:00,Q3,9,7,2015,9/14/2015 0:00,Q3,7,Standard Class,4,LR-17035,Lisa Ryan,Corporate,United States,East,Pennsylvania,Philadelphia,19134,Office Supplies,Binders,Angle-D Ring Binders,OFF-BI-10000848,5.47,3,0.7,4.923,-3.9384
5012,US-2017-139647,5/11/2017 0:00,Q2,5,11,2017,5/13/2017 0:00,Q2,2,First Class,2,TS-21370,Todd Sumrall,Corporate,United States,West,Arizona,Phoenix,85023,Furniture,Bookcases,Bestar Classic Bookcase,FUR-BO-10004467,99.99,7,0.7,209.979,-356.9643
5013,US-2017-160465,7/21/2017 0:00,Q3,7,21,2017,7/26/2017 0:00,Q3,5,Standard Class,4,SW-20350,Sean Wendt,Home Office,United States,East,Ohio,Cleveland,44105,Office Supplies,Binders,Vinyl Sectional Post Binders,OFF-BI-10001670,37.7,3,0.7,33.93,-22.62
5014,US-2017-160465,7/21/2017 0:00,Q3,7,21,2017,7/26/2017 0:00,Q3,5,Standard Class,4,SW-20350,Sean Wendt,Home Office,United States,East,Ohio,Cleveland,44105,Office Supplies,Storage,Letter Size File,OFF-ST-10000136,39.7,7,0.2,222.32,25.011
5015,US-2017-160465,7/21/2017 0:00,Q3,7,21,2017,7/26/2017 0:00,Q3,5,Standard Class,4,SW-20350,Sean Wendt,Home Office,United States,East,Ohio,Cleveland,44105,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,TEC-PH-10004522,58.49,6,0.4,210.564,-52.641
5016,CA-2014-153850,11/24/2014 0:00,Q4,11,24,2014,11/29/2014 0:00,Q4,5,Standard Class,4,TH-21100,Thea Hendricks,Consumer,United States,East,Ohio,Toledo,43615,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",FUR-FU-10002960,6.28,7,0.2,35.168,9.6712
5017,CA-2014-153850,11/24/2014 0:00,Q4,11,24,2014,11/29/2014 0:00,Q4,5,Standard Class,4,TH-21100,Thea Hendricks,Consumer,United States,East,Ohio,Toledo,43615,Technology,Phones,Samsung Galaxy S4,TEC-PH-10002584,625.99,4,0.4,1502.376,-250.396
5018,CA-2014-127558,11/15/2014 0:00,Q4,11,15,2014,11/18/2014 0:00,Q4,3,First Class,2,SS-20410,Shahid Shariari,Consumer,United States,West,California,Los Angeles,90008,Furniture,Furnishings,Eldon 100 Class Desk Accessories,FUR-FU-10002505,3.37,3,0,10.11,3.2352
5019,CA-2014-127558,11/15/2014 0:00,Q4,11,15,2014,11/18/2014 0:00,Q4,3,First Class,2,SS-20410,Shahid Shariari,Consumer,United States,West,California,Los Angeles,90008,Technology,Accessories,Logitech?P710e Mobile Speakerphone,TEC-AC-10003832,257.49,3,0,772.47,146.7693
5020,CA-2014-127558,11/15/2014 0:00,Q4,11,15,2014,11/18/2014 0:00,Q4,3,First Class,2,SS-20410,Shahid Shariari,Consumer,United States,West,California,Los Angeles,90008,Office Supplies,Supplies,Acme Box Cutter Scissors,OFF-SU-10002537,10.23,2,0,20.46,5.3196
